strain	true_subgroup	date	type	subgroup
leaf_1378	A	2022-06-19	Train	A
leaf_1379	B	2022-06-19	Train	B
leaf_1380	C	2022-06-19	Train	C
leaf_1381	C	2022-06-19	Test	?
leaf_1382	A	2022-06-19	Train	A
leaf_1383	B	2022-06-19	Train	B
leaf_1384	B	2022-06-19	Test	?
leaf_1385	A	2022-06-19	Train	A
leaf_1386	C	2022-06-19	Train	C
leaf_1387	B	2022-06-19	Test	?
leaf_1388	A	2022-06-19	Train	A
leaf_1389	B	2022-06-19	Train	B
leaf_1390	A	2022-06-19	Train	A
leaf_1391	B	2022-06-19	Train	B
leaf_1392	A	2022-06-19	Train	A
leaf_1393	B	2022-06-19	Test	?
leaf_1394	A	2022-06-18	Train	A
leaf_1395	A	2022-06-18	Train	A
leaf_1396	B	2022-06-18	Train	B
leaf_1397	C	2022-06-18	Test	?
leaf_1398	A	2022-06-18	Train	A
leaf_1399	C	2022-06-18	Train	C
leaf_1400	A	2022-06-18	Test	?
leaf_1401	B	2022-06-18	Train	B
leaf_1402	A	2022-06-18	Train	A
leaf_1403	C	2022-06-18	Train	C
leaf_1404	B	2022-06-18	Train	B
leaf_1405	B	2022-06-18	Train	B
leaf_1406	C	2022-06-18	Test	?
leaf_1407	B	2022-06-18	Train	B
leaf_1408	A	2022-06-18	Train	A
leaf_1409	A	2022-06-18	Train	A
leaf_1410	B	2022-06-18	Train	B
leaf_1411	B	2022-06-18	Test	?
leaf_1412	A	2022-06-18	Test	?
leaf_1413	B	2022-06-18	Train	B
leaf_1414	C	2022-06-18	Train	C
leaf_1415	B	2022-06-18	Train	B
leaf_1416	A	2022-06-18	Train	A
leaf_1417	A	2022-06-18	Test	?
leaf_1418	C	2022-06-18	Train	C
leaf_1419	C	2022-06-18	Train	C
leaf_1420	C	2022-06-17	Train	C
leaf_1421	A	2022-06-17	Train	A
leaf_1422	A	2022-06-17	Train	A
leaf_1423	B	2022-06-17	Train	B
leaf_1424	C	2022-06-17	Train	C
leaf_1425	C	2022-06-17	Train	C
leaf_1426	B	2022-06-17	Train	B
leaf_1427	A	2022-06-17	Train	A
leaf_1428	A	2022-06-17	Train	A
leaf_1429	A	2022-06-17	Train	A
leaf_1430	B	2022-06-17	Train	B
leaf_1431	C	2022-06-17	Test	?
leaf_1432	C	2022-06-17	Train	C
leaf_1433	B	2022-06-17	Train	B
leaf_1434	A	2022-06-17	Train	A
leaf_1435	A	2022-06-17	Train	A
leaf_1436	C	2022-06-17	Train	C
leaf_1437	B	2022-06-17	Train	B
leaf_1438	A	2022-06-17	Train	A
leaf_1439	C	2022-06-17	Train	C
leaf_1440	A	2022-06-17	Train	A
leaf_1441	A	2022-06-17	Train	A
leaf_1442	B	2022-06-17	Train	B
leaf_1443	A	2022-06-17	Train	A
leaf_1444	A	2022-06-17	Train	A
leaf_1445	B	2022-06-17	Train	B
leaf_1446	B	2022-06-17	Train	B
leaf_1447	A	2022-06-17	Train	A
leaf_1448	B	2022-06-17	Train	B
leaf_1449	A	2022-06-16	Train	A
leaf_1450	A	2022-06-16	Train	A
leaf_1451	C	2022-06-16	Test	?
leaf_1452	A	2022-06-16	Train	A
leaf_1453	B	2022-06-16	Train	B
leaf_1454	B	2022-06-16	Train	B
leaf_1455	A	2022-06-16	Train	A
leaf_1456	B	2022-06-16	Test	?
leaf_1457	A	2022-06-16	Train	A
leaf_1458	A	2022-06-16	Train	A
leaf_1459	C	2022-06-16	Train	C
leaf_1460	B	2022-06-16	Train	B
leaf_1461	C	2022-06-16	Train	C
leaf_1462	C	2022-06-16	Train	C
leaf_1463	A	2022-06-16	Train	A
leaf_1464	B	2022-06-16	Train	B
leaf_1465	A	2022-06-16	Train	A
leaf_1466	C	2022-06-16	Train	C
leaf_1467	C	2022-06-16	Train	C
leaf_1468	A	2022-06-16	Test	?
leaf_1469	A	2022-06-16	Train	A
leaf_1470	C	2022-06-16	Train	C
leaf_1471	B	2022-06-16	Train	B
leaf_1472	A	2022-06-16	Train	A
leaf_1473	C	2022-06-16	Train	C
leaf_1474	C	2022-06-16	Train	C
leaf_1475	A	2022-06-16	Train	A
leaf_1476	A	2022-06-16	Train	A
leaf_1477	A	2022-06-16	Train	A
leaf_1478	B	2022-06-16	Train	B
leaf_1479	B	2022-06-16	Train	B
leaf_1480	C	2022-06-15	Train	C
leaf_1481	A	2022-06-15	Train	A
leaf_1482	A	2022-06-15	Train	A
leaf_1483	A	2022-06-15	Train	A
leaf_1484	B	2022-06-15	Test	?
leaf_1485	A	2022-06-15	Train	A
leaf_1486	C	2022-06-15	Train	C
leaf_1487	B	2022-06-15	Test	?
leaf_1488	C	2022-06-15	Train	C
leaf_1489	C	2022-06-15	Train	C
leaf_1490	A	2022-06-15	Train	A
leaf_1491	B	2022-06-15	Test	?
leaf_1492	A	2022-06-15	Test	?
leaf_1493	A	2022-06-15	Train	A
leaf_1494	A	2022-06-15	Train	A
leaf_1495	B	2022-06-15	Train	B
leaf_1496	A	2022-06-15	Train	A
leaf_1497	C	2022-06-15	Train	C
leaf_1498	B	2022-06-15	Train	B
leaf_1499	B	2022-06-15	Train	B
leaf_1500	A	2022-06-15	Test	?
leaf_1501	B	2022-06-15	Test	?
leaf_1502	A	2022-06-15	Train	A
leaf_1503	A	2022-06-15	Test	?
leaf_1504	B	2022-06-15	Train	B
leaf_1505	A	2022-06-15	Train	A
leaf_1506	A	2022-06-15	Test	?
leaf_1507	B	2022-06-15	Test	?
leaf_1508	A	2022-06-15	Train	A
leaf_1509	B	2022-06-15	Train	B
leaf_1510	A	2022-06-15	Train	A
leaf_1511	A	2022-06-15	Train	A
leaf_1512	A	2022-06-15	Test	?
leaf_1513	C	2022-06-15	Train	C
leaf_1514	C	2022-06-15	Train	C
leaf_1515	B	2022-06-15	Train	B
leaf_1516	B	2022-06-15	Test	?
leaf_1517	C	2022-06-14	Train	C
leaf_1518	C	2022-06-14	Train	C
leaf_1519	A	2022-06-14	Test	?
leaf_1520	A	2022-06-14	Test	?
leaf_1521	B	2022-06-14	Train	B
leaf_1522	C	2022-06-14	Train	C
leaf_1523	B	2022-06-14	Train	B
leaf_1524	B	2022-06-14	Train	B
leaf_1525	C	2022-06-14	Train	C
leaf_1526	C	2022-06-14	Train	C
leaf_1527	A	2022-06-14	Train	A
leaf_1528	A	2022-06-14	Train	A
leaf_1529	C	2022-06-14	Train	C
leaf_1530	C	2022-06-14	Train	C
leaf_1531	C	2022-06-14	Train	C
leaf_1532	A	2022-06-14	Train	A
leaf_1533	A	2022-06-14	Train	A
leaf_1534	B	2022-06-14	Train	B
leaf_1535	C	2022-06-14	Train	C
leaf_1536	B	2022-06-14	Train	B
leaf_1537	A	2022-06-14	Train	A
leaf_1538	B	2022-06-14	Train	B
leaf_1539	C	2022-06-14	Test	?
leaf_1540	B	2022-06-14	Train	B
leaf_1541	A	2022-06-14	Train	A
leaf_1542	A	2022-06-14	Train	A
leaf_1543	B	2022-06-14	Train	B
leaf_1544	C	2022-06-14	Train	C
leaf_1545	A	2022-06-14	Test	?
leaf_1546	A	2022-06-14	Train	A
leaf_1547	B	2022-06-14	Train	B
leaf_1548	A	2022-06-14	Train	A
leaf_1549	C	2022-06-14	Train	C
leaf_1550	B	2022-06-14	Train	B
leaf_1551	A	2022-06-14	Train	A
leaf_1552	A	2022-06-14	Test	?
leaf_1553	A	2022-06-14	Train	A
leaf_1554	C	2022-06-14	Train	C
leaf_1555	C	2022-06-14	Train	C
leaf_1556	A	2022-06-14	Test	?
leaf_1557	A	2022-06-14	Train	A
leaf_1558	C	2022-06-14	Train	C
leaf_1559	B	2022-06-14	Train	B
leaf_1560	C	2022-06-14	Train	C
leaf_1561	C	2022-06-14	Train	C
leaf_1562	B	2022-06-14	Train	B
leaf_1563	A	2022-06-14	Train	A
leaf_1564	B	2022-06-14	Train	B
leaf_1565	C	2022-06-14	Train	C
leaf_1566	B	2022-06-14	Train	B
leaf_1567	A	2022-06-14	Train	A
leaf_1568	C	2022-06-13	Train	C
leaf_1569	C	2022-06-13	Train	C
leaf_1570	A	2022-06-13	Train	A
leaf_1571	C	2022-06-13	Train	C
leaf_1572	A	2022-06-13	Train	A
leaf_1573	C	2022-06-13	Train	C
leaf_1574	B	2022-06-13	Train	B
leaf_1575	A	2022-06-13	Train	A
leaf_1576	A	2022-06-13	Train	A
leaf_1577	B	2022-06-13	Train	B
leaf_1578	C	2022-06-13	Test	?
leaf_1579	A	2022-06-13	Train	A
leaf_1580	A	2022-06-13	Train	A
leaf_1581	B	2022-06-13	Train	B
leaf_1582	A	2022-06-13	Test	?
leaf_1583	C	2022-06-13	Train	C
leaf_1584	A	2022-06-13	Train	A
leaf_1585	A	2022-06-13	Test	?
leaf_1586	C	2022-06-13	Train	C
leaf_1587	A	2022-06-13	Test	?
leaf_1588	A	2022-06-13	Train	A
leaf_1589	A	2022-06-13	Test	?
leaf_1590	B	2022-06-13	Test	?
leaf_1591	B	2022-06-13	Train	B
leaf_1592	A	2022-06-13	Train	A
leaf_1593	B	2022-06-13	Train	B
leaf_1594	A	2022-06-13	Train	A
leaf_1595	C	2022-06-13	Test	?
leaf_1596	C	2022-06-13	Train	C
leaf_1597	A	2022-06-13	Test	?
leaf_1598	C	2022-06-13	Train	C
leaf_1599	A	2022-06-13	Train	A
leaf_1600	A	2022-06-13	Train	A
leaf_1601	C	2022-06-13	Train	C
leaf_1602	B	2022-06-13	Train	B
leaf_1603	A	2022-06-12	Train	A
leaf_1604	C	2022-06-12	Test	?
leaf_1605	A	2022-06-12	Train	A
leaf_1606	B	2022-06-12	Test	?
leaf_1607	C	2022-06-12	Train	C
leaf_1608	A	2022-06-12	Train	A
leaf_1609	A	2022-06-12	Train	A
leaf_1610	C	2022-06-12	Train	C
leaf_1611	A	2022-06-12	Train	A
leaf_1612	A	2022-06-12	Train	A
leaf_1613	A	2022-06-12	Test	?
leaf_1614	C	2022-06-12	Train	C
leaf_1615	C	2022-06-12	Test	?
leaf_1616	C	2022-06-12	Train	C
leaf_1617	C	2022-06-12	Train	C
leaf_1618	C	2022-06-12	Train	C
leaf_1619	A	2022-06-12	Train	A
leaf_1620	C	2022-06-12	Train	C
leaf_1621	C	2022-06-12	Train	C
leaf_1622	C	2022-06-12	Train	C
leaf_1623	A	2022-06-12	Test	?
leaf_1624	C	2022-06-12	Train	C
leaf_1625	A	2022-06-11	Train	A
leaf_1626	C	2022-06-11	Train	C
leaf_1627	A	2022-06-11	Train	A
leaf_1628	C	2022-06-11	Train	C
leaf_1629	B	2022-06-11	Train	B
leaf_1630	C	2022-06-11	Train	C
leaf_1631	B	2022-06-11	Test	?
leaf_1632	B	2022-06-11	Train	B
leaf_1633	A	2022-06-11	Train	A
leaf_1634	A	2022-06-11	Train	A
leaf_1635	C	2022-06-11	Train	C
leaf_1636	A	2022-06-11	Train	A
leaf_1637	B	2022-06-11	Train	B
leaf_1638	C	2022-06-11	Train	C
leaf_1639	A	2022-06-11	Train	A
leaf_1640	B	2022-06-11	Train	B
leaf_1641	C	2022-06-11	Train	C
leaf_1642	C	2022-06-11	Train	C
leaf_1643	B	2022-06-11	Train	B
leaf_1644	A	2022-06-11	Train	A
leaf_1645	B	2022-06-11	Train	B
leaf_1646	C	2022-06-11	Train	C
leaf_1647	A	2022-06-11	Train	A
leaf_1648	C	2022-06-11	Test	?
leaf_1649	B	2022-06-11	Train	B
leaf_1650	C	2022-06-11	Test	?
leaf_1651	C	2022-06-11	Test	?
leaf_1652	C	2022-06-11	Train	C
leaf_1653	A	2022-06-11	Train	A
leaf_1654	B	2022-06-11	Train	B
leaf_1655	A	2022-06-11	Train	A
leaf_1656	C	2022-06-10	Train	C
leaf_1657	C	2022-06-10	Train	C
leaf_1658	A	2022-06-10	Train	A
leaf_1659	B	2022-06-10	Train	B
leaf_1660	C	2022-06-10	Train	C
leaf_1661	B	2022-06-10	Train	B
leaf_1662	B	2022-06-10	Test	?
leaf_1663	B	2022-06-10	Train	B
leaf_1664	C	2022-06-10	Train	C
leaf_1665	C	2022-06-10	Train	C
leaf_1666	A	2022-06-10	Train	A
leaf_1667	B	2022-06-10	Train	B
leaf_1668	A	2022-06-10	Train	A
leaf_1669	A	2022-06-10	Train	A
leaf_1670	B	2022-06-10	Train	B
leaf_1671	C	2022-06-10	Train	C
leaf_1672	C	2022-06-10	Train	C
leaf_1673	A	2022-06-10	Train	A
leaf_1674	B	2022-06-10	Train	B
leaf_1675	B	2022-06-10	Train	B
leaf_1676	C	2022-06-10	Test	?
leaf_1677	C	2022-06-10	Train	C
leaf_1678	C	2022-06-10	Train	C
leaf_1679	C	2022-06-10	Test	?
leaf_1680	B	2022-06-10	Train	B
leaf_1681	B	2022-06-10	Train	B
leaf_1682	B	2022-06-10	Test	?
leaf_1683	A	2022-06-09	Test	?
leaf_1684	B	2022-06-09	Train	B
leaf_1685	C	2022-06-09	Train	C
leaf_1686	A	2022-06-09	Train	A
leaf_1687	B	2022-06-09	Train	B
leaf_1688	A	2022-06-09	Train	A
leaf_1689	C	2022-06-09	Train	C
leaf_1690	A	2022-06-09	Train	A
leaf_1691	C	2022-06-09	Test	?
leaf_1692	A	2022-06-09	Train	A
leaf_1693	C	2022-06-09	Test	?
leaf_1694	B	2022-06-09	Train	B
leaf_1695	A	2022-06-09	Test	?
leaf_1696	C	2022-06-09	Train	C
leaf_1697	A	2022-06-09	Train	A
leaf_1698	C	2022-06-09	Train	C
leaf_1699	C	2022-06-09	Train	C
leaf_1700	A	2022-06-09	Train	A
leaf_1701	A	2022-06-09	Train	A
leaf_1702	C	2022-06-09	Train	C
leaf_1703	C	2022-06-09	Train	C
leaf_1704	A	2022-06-09	Train	A
leaf_1705	B	2022-06-09	Train	B
leaf_1706	C	2022-06-09	Train	C
leaf_1707	C	2022-06-09	Test	?
leaf_1708	B	2022-06-09	Train	B
leaf_1709	B	2022-06-09	Train	B
leaf_1710	A	2022-06-09	Train	A
leaf_1711	A	2022-06-09	Test	?
leaf_1712	C	2022-06-09	Train	C
leaf_1713	C	2022-06-09	Train	C
leaf_1714	C	2022-06-09	Train	C
leaf_1715	B	2022-06-09	Test	?
leaf_1716	A	2022-06-08	Test	?
leaf_1717	B	2022-06-08	Test	?
leaf_1718	C	2022-06-08	Train	C
leaf_1719	C	2022-06-08	Train	C
leaf_1720	B	2022-06-08	Train	B
leaf_1721	B	2022-06-08	Train	B
leaf_1722	C	2022-06-08	Train	C
leaf_1723	B	2022-06-08	Train	B
leaf_1724	C	2022-06-08	Train	C
leaf_1725	A	2022-06-08	Train	A
leaf_1726	B	2022-06-08	Test	?
leaf_1727	C	2022-06-08	Train	C
leaf_1728	A	2022-06-08	Train	A
leaf_1729	A	2022-06-08	Train	A
leaf_1730	A	2022-06-08	Train	A
leaf_1731	B	2022-06-08	Test	?
leaf_1732	A	2022-06-08	Test	?
leaf_1733	A	2022-06-08	Train	A
leaf_1734	A	2022-06-08	Train	A
leaf_1735	B	2022-06-08	Train	B
leaf_1736	B	2022-06-08	Train	B
leaf_1737	B	2022-06-08	Test	?
leaf_1738	C	2022-06-08	Train	C
leaf_1739	A	2022-06-08	Train	A
leaf_1740	B	2022-06-08	Train	B
leaf_1741	A	2022-06-08	Train	A
leaf_1742	C	2022-06-08	Train	C
leaf_1743	A	2022-06-07	Test	?
leaf_1744	A	2022-06-07	Train	A
leaf_1745	B	2022-06-07	Test	?
leaf_1746	A	2022-06-07	Train	A
leaf_1747	C	2022-06-07	Train	C
leaf_1748	C	2022-06-07	Train	C
leaf_1749	B	2022-06-07	Train	B
leaf_1750	B	2022-06-07	Train	B
leaf_1751	A	2022-06-07	Train	A
leaf_1752	B	2022-06-07	Train	B
leaf_1753	C	2022-06-07	Train	C
leaf_1754	A	2022-06-07	Train	A
leaf_1755	A	2022-06-07	Train	A
leaf_1756	A	2022-06-07	Train	A
leaf_1757	B	2022-06-07	Test	?
leaf_1758	A	2022-06-07	Train	A
leaf_1759	C	2022-06-07	Train	C
leaf_1760	C	2022-06-07	Train	C
leaf_1761	B	2022-06-07	Test	?
leaf_1762	C	2022-06-07	Train	C
leaf_1763	C	2022-06-07	Train	C
leaf_1764	A	2022-06-07	Train	A
leaf_1765	B	2022-06-07	Train	B
leaf_1766	C	2022-06-07	Test	?
leaf_1767	C	2022-06-07	Train	C
leaf_1768	A	2022-06-07	Train	A
leaf_1769	C	2022-06-07	Train	C
leaf_1770	A	2022-06-07	Train	A
leaf_1771	B	2022-06-07	Test	?
leaf_1772	B	2022-06-06	Train	B
leaf_1773	B	2022-06-06	Test	?
leaf_1774	C	2022-06-06	Train	C
leaf_1775	B	2022-06-06	Train	B
leaf_1776	C	2022-06-06	Train	C
leaf_1777	A	2022-06-06	Train	A
leaf_1778	B	2022-06-06	Train	B
leaf_1779	A	2022-06-06	Train	A
leaf_1780	A	2022-06-06	Test	?
leaf_1781	B	2022-06-06	Test	?
leaf_1782	A	2022-06-06	Train	A
leaf_1783	C	2022-06-06	Test	?
leaf_1784	C	2022-06-06	Train	C
leaf_1785	C	2022-06-06	Train	C
leaf_1786	A	2022-06-06	Train	A
leaf_1787	A	2022-06-06	Train	A
leaf_1788	C	2022-06-06	Train	C
leaf_1789	C	2022-06-06	Train	C
leaf_1790	A	2022-06-06	Train	A
leaf_1791	A	2022-06-05	Train	A
leaf_1792	B	2022-06-05	Test	?
leaf_1793	A	2022-06-05	Train	A
leaf_1794	A	2022-06-05	Train	A
leaf_1795	A	2022-06-05	Train	A
leaf_1796	C	2022-06-05	Train	C
leaf_1797	C	2022-06-05	Train	C
leaf_1798	C	2022-06-05	Train	C
leaf_1799	A	2022-06-05	Train	A
leaf_1800	C	2022-06-05	Train	C
leaf_1801	B	2022-06-05	Train	B
leaf_1802	A	2022-06-05	Train	A
leaf_1803	B	2022-06-05	Train	B
leaf_1804	C	2022-06-05	Train	C
leaf_1805	C	2022-06-05	Train	C
leaf_1806	C	2022-06-05	Train	C
leaf_1807	B	2022-06-05	Train	B
leaf_1808	B	2022-06-05	Train	B
leaf_1809	B	2022-06-05	Train	B
leaf_1810	A	2022-06-05	Train	A
leaf_1811	A	2022-06-05	Train	A
leaf_1812	B	2022-06-05	Test	?
leaf_1813	A	2022-06-05	Train	A
leaf_1814	C	2022-06-05	Train	C
leaf_1815	B	2022-06-05	Train	B
leaf_1816	B	2022-06-05	Train	B
leaf_1817	A	2022-06-04	Train	A
leaf_1818	A	2022-06-04	Train	A
leaf_1819	B	2022-06-04	Train	B
leaf_1820	A	2022-06-04	Test	?
leaf_1821	A	2022-06-04	Train	A
leaf_1822	B	2022-06-04	Train	B
leaf_1823	A	2022-06-04	Train	A
leaf_1824	A	2022-06-04	Train	A
leaf_1825	B	2022-06-04	Test	?
leaf_1826	A	2022-06-04	Train	A
leaf_1827	C	2022-06-04	Train	C
leaf_1828	A	2022-06-04	Train	A
leaf_1829	B	2022-06-04	Train	B
leaf_1830	B	2022-06-04	Train	B
leaf_1831	A	2022-06-04	Train	A
leaf_1832	A	2022-06-04	Train	A
leaf_1833	A	2022-06-04	Train	A
leaf_1834	A	2022-06-04	Train	A
leaf_1835	B	2022-06-04	Train	B
leaf_1836	A	2022-06-04	Train	A
leaf_1837	C	2022-06-04	Test	?
leaf_1838	A	2022-06-04	Test	?
leaf_1839	C	2022-06-04	Train	C
leaf_1840	C	2022-06-04	Test	?
leaf_1841	A	2022-06-04	Train	A
leaf_1842	C	2022-06-04	Test	?
leaf_1843	A	2022-06-04	Train	A
leaf_1844	A	2022-06-04	Train	A
leaf_1845	B	2022-06-04	Train	B
leaf_1846	A	2022-06-04	Train	A
leaf_1847	A	2022-06-04	Train	A
leaf_1848	A	2022-06-04	Train	A
leaf_1849	C	2022-06-03	Train	C
leaf_1850	C	2022-06-03	Train	C
leaf_1851	C	2022-06-03	Test	?
leaf_1852	B	2022-06-03	Train	B
leaf_1853	C	2022-06-03	Train	C
leaf_1854	A	2022-06-03	Train	A
leaf_1855	B	2022-06-03	Test	?
leaf_1856	A	2022-06-03	Train	A
leaf_1857	B	2022-06-03	Train	B
leaf_1858	A	2022-06-03	Train	A
leaf_1859	C	2022-06-03	Test	?
leaf_1860	B	2022-06-03	Train	B
leaf_1861	A	2022-06-03	Train	A
leaf_1862	B	2022-06-03	Train	B
leaf_1863	A	2022-06-03	Train	A
leaf_1864	A	2022-06-03	Train	A
leaf_1865	A	2022-06-03	Train	A
leaf_1866	B	2022-06-03	Train	B
leaf_1867	C	2022-06-03	Train	C
leaf_1868	A	2022-06-03	Train	A
leaf_1869	C	2022-06-03	Test	?
leaf_1870	C	2022-06-03	Train	C
leaf_1871	A	2022-06-03	Train	A
leaf_1872	B	2022-06-03	Train	B
leaf_1873	C	2022-06-03	Train	C
leaf_1874	B	2022-06-03	Train	B
leaf_1875	A	2022-06-03	Train	A
leaf_1876	C	2022-06-03	Train	C
leaf_1877	C	2022-06-02	Train	C
leaf_1878	C	2022-06-02	Train	C
leaf_1879	C	2022-06-02	Train	C
leaf_1880	A	2022-06-02	Train	A
leaf_1881	A	2022-06-02	Train	A
leaf_1882	A	2022-06-02	Test	?
leaf_1883	A	2022-06-02	Test	?
leaf_1884	B	2022-06-02	Train	B
leaf_1885	C	2022-06-02	Test	?
leaf_1886	A	2022-06-02	Train	A
leaf_1887	C	2022-06-02	Train	C
leaf_1888	A	2022-06-02	Test	?
leaf_1889	C	2022-06-02	Train	C
leaf_1890	B	2022-06-02	Train	B
leaf_1891	A	2022-06-02	Train	A
leaf_1892	A	2022-06-02	Test	?
leaf_1893	B	2022-06-02	Test	?
leaf_1894	C	2022-06-02	Train	C
leaf_1895	C	2022-06-02	Train	C
leaf_1896	A	2022-06-02	Test	?
leaf_1897	A	2022-06-02	Train	A
leaf_1898	B	2022-06-01	Test	?
leaf_1899	C	2022-06-01	Train	C
leaf_1900	B	2022-06-01	Train	B
leaf_1901	C	2022-06-01	Train	C
leaf_1902	A	2022-06-01	Train	A
leaf_1903	B	2022-06-01	Train	B
leaf_1904	C	2022-06-01	Train	C
leaf_1905	B	2022-06-01	Train	B
leaf_1906	C	2022-06-01	Train	C
leaf_1907	A	2022-06-01	Test	?
leaf_1908	B	2022-06-01	Test	?
leaf_1909	A	2022-06-01	Train	A
leaf_1910	C	2022-06-01	Train	C
leaf_1911	C	2022-06-01	Train	C
leaf_1912	C	2022-06-01	Test	?
leaf_1913	A	2022-06-01	Train	A
leaf_1914	B	2022-06-01	Train	B
leaf_1915	A	2022-05-31	Train	A
leaf_1916	A	2022-05-31	Train	A
leaf_1917	A	2022-05-31	Train	A
leaf_1918	C	2022-05-31	Train	C
leaf_1919	A	2022-05-31	Train	A
leaf_1920	C	2022-05-31	Train	C
leaf_1921	A	2022-05-31	Test	?
leaf_1922	A	2022-05-31	Train	A
leaf_1923	A	2022-05-31	Test	?
leaf_1924	A	2022-05-31	Train	A
leaf_1925	C	2022-05-31	Train	C
leaf_1926	A	2022-05-31	Train	A
leaf_1927	C	2022-05-31	Test	?
leaf_1928	C	2022-05-31	Train	C
leaf_1929	B	2022-05-31	Test	?
leaf_1930	C	2022-05-31	Train	C
leaf_1931	C	2022-05-31	Test	?
leaf_1932	C	2022-05-31	Test	?
leaf_1933	C	2022-05-31	Train	C
leaf_1934	A	2022-05-31	Train	A
leaf_1935	C	2022-05-30	Train	C
leaf_1936	C	2022-05-30	Train	C
leaf_1937	C	2022-05-30	Train	C
leaf_1938	C	2022-05-30	Train	C
leaf_1939	A	2022-05-30	Train	A
leaf_1940	A	2022-05-30	Train	A
leaf_1941	B	2022-05-30	Train	B
leaf_1942	B	2022-05-30	Test	?
leaf_1943	B	2022-05-30	Train	B
leaf_1944	B	2022-05-30	Train	B
leaf_1945	A	2022-05-30	Test	?
leaf_1946	C	2022-05-30	Train	C
leaf_1947	A	2022-05-30	Train	A
leaf_1948	C	2022-05-30	Train	C
leaf_1949	A	2022-05-30	Train	A
leaf_1950	C	2022-05-30	Train	C
leaf_1951	A	2022-05-30	Train	A
leaf_1952	B	2022-05-30	Train	B
leaf_1953	A	2022-05-30	Train	A
leaf_1954	C	2022-05-30	Train	C
leaf_1955	C	2022-05-30	Train	C
leaf_1956	C	2022-05-30	Test	?
leaf_1957	C	2022-05-30	Train	C
leaf_1958	A	2022-05-30	Train	A
leaf_1959	C	2022-05-30	Train	C
leaf_1960	A	2022-05-30	Train	A
leaf_1961	B	2022-05-30	Train	B
leaf_1962	A	2022-05-30	Test	?
leaf_1963	A	2022-05-30	Train	A
leaf_1964	B	2022-05-29	Test	?
leaf_1965	B	2022-05-29	Train	B
leaf_1966	A	2022-05-29	Train	A
leaf_1967	A	2022-05-29	Train	A
leaf_1968	B	2022-05-29	Train	B
leaf_1969	C	2022-05-29	Train	C
leaf_1970	A	2022-05-29	Train	A
leaf_1971	C	2022-05-29	Test	?
leaf_1972	A	2022-05-29	Train	A
leaf_1973	A	2022-05-29	Train	A
leaf_1974	B	2022-05-29	Train	B
leaf_1975	C	2022-05-29	Train	C
leaf_1976	A	2022-05-29	Train	A
leaf_1977	C	2022-05-29	Test	?
leaf_1978	B	2022-05-29	Train	B
leaf_1979	A	2022-05-28	Train	A
leaf_1980	C	2022-05-28	Train	C
leaf_1981	C	2022-05-28	Train	C
leaf_1982	A	2022-05-28	Train	A
leaf_1983	A	2022-05-28	Test	?
leaf_1984	B	2022-05-28	Train	B
leaf_1985	C	2022-05-28	Test	?
leaf_1986	A	2022-05-28	Train	A
leaf_1987	C	2022-05-28	Train	C
leaf_1988	A	2022-05-28	Train	A
leaf_1989	B	2022-05-28	Test	?
leaf_1990	A	2022-05-28	Train	A
leaf_1991	C	2022-05-28	Test	?
leaf_1992	A	2022-05-28	Train	A
leaf_1993	A	2022-05-28	Train	A
leaf_1994	C	2022-05-28	Test	?
leaf_1995	B	2022-05-28	Train	B
leaf_1996	B	2022-05-28	Test	?
leaf_1997	A	2022-05-28	Train	A
leaf_1998	A	2022-05-28	Train	A
leaf_1999	C	2022-05-28	Train	C
leaf_2000	C	2022-05-28	Train	C
leaf_2001	A	2022-05-28	Train	A
leaf_2002	A	2022-05-28	Train	A
leaf_2003	C	2022-05-28	Train	C
leaf_2004	A	2022-05-28	Train	A
leaf_2005	A	2022-05-28	Train	A
leaf_2006	C	2022-05-28	Train	C
leaf_2007	C	2022-05-28	Train	C
leaf_2008	C	2022-05-28	Train	C
leaf_2009	A	2022-05-27	Train	A
leaf_2010	C	2022-05-27	Train	C
leaf_2011	A	2022-05-27	Train	A
leaf_2012	C	2022-05-27	Test	?
leaf_2013	A	2022-05-27	Train	A
leaf_2014	C	2022-05-27	Train	C
leaf_2015	A	2022-05-27	Train	A
leaf_2016	C	2022-05-27	Test	?
leaf_2017	A	2022-05-27	Test	?
leaf_2018	A	2022-05-27	Train	A
leaf_2019	A	2022-05-27	Train	A
leaf_2020	A	2022-05-27	Train	A
leaf_2021	C	2022-05-27	Train	C
leaf_2022	A	2022-05-26	Train	A
leaf_2023	C	2022-05-26	Train	C
leaf_2024	A	2022-05-26	Train	A
leaf_2025	A	2022-05-26	Train	A
leaf_2026	C	2022-05-26	Train	C
leaf_2027	A	2022-05-26	Test	?
leaf_2028	A	2022-05-26	Test	?
leaf_2029	A	2022-05-26	Train	A
leaf_2030	B	2022-05-26	Train	B
leaf_2031	A	2022-05-26	Train	A
leaf_2032	C	2022-05-26	Train	C
leaf_2033	A	2022-05-26	Train	A
leaf_2034	C	2022-05-26	Test	?
leaf_2035	B	2022-05-26	Train	B
leaf_2036	B	2022-05-26	Test	?
leaf_2037	B	2022-05-26	Train	B
leaf_2038	B	2022-05-26	Train	B
leaf_2039	C	2022-05-26	Train	C
leaf_2040	A	2022-05-26	Train	A
leaf_2041	C	2022-05-26	Train	C
leaf_2042	C	2022-05-26	Train	C
